Education,Status,Income,Recency,Wines,Fruits,Meat,Fish,Sweet,Gold,Deals_Purchases,Web_Purchases,Catalog_Purchases,Store_Purchases,Web_Visits,Cmp3,Cmp4,Cmp5,Cmp1,Cmp2,Complain,Response,Age,Seniority,Total_Children,km_model,hac_model,Tot_Amt_Products,Total_Promotions
Graduate,Couple,40479.0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,32,316,1,2,1,15,0
Postgraduate,Alone,75345.0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,44,512,0,1,0,2087,1
Graduate,Couple,54233.0,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,37,510,1,0,2,981,0
Graduate,Alone,24163.0,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,44,260,2,2,1,17,0
Postgraduate,Couple,84460.0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,56,541,0,1,0,523,4
Graduate,Couple,43776.0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,31,57,1,2,3,23,0
Postgraduate,Alone,71691.0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,56,104,0,1,0,1192,0
Postgraduate,Couple,85844.0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,41,31,0,1,0,1958,1
Postgraduate,Alone,39190.0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,40,64,1,3,3,133,0
Graduate,Couple,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,55,310,0,1,0,777,0
Postgraduate,Alone,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,42,372,2,2,1,73,0
Postgraduate,Couple,57236.0,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,49,109,2,2,1,121,0
Graduate,Alone,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,35,326,1,1,0,424,0
Graduate,Alone,79803.0,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,56,27,1,1,0,868,0
Undergraduate,Alone,80910.0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,28,606,0,1,0,756,0
Postgraduate,Couple,27590.0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,32,432,1,2,3,12,0
Graduate,Couple,56775.0,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,35,543,1,1,0,937,0
Graduate,Alone,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,39,264,0,1,0,1862,3
Undergraduate,Couple,54210.0,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,35,405,1,0,2,367,0
Graduate,Couple,38508.0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,28,331,1,0,2,443,0
Graduate,Couple,53187.0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,44,246,1,0,1,267,0
Graduate,Couple,30023.0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,42,97,1,3,3,61,0
Postgraduate,Alone,76045.0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,54,226,0,1,0,1323,1
Postgraduate,Couple,50870.0,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,62,10,1,2,1,63,0
Undergraduate,Couple,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,44,330,0,3,3,64,0
Undergraduate,Couple,65463.0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,40,150,1,0,0,562,1
Graduate,Couple,66480.0,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,49,29,2,0,1,312,0
Graduate,Alone,76773.0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,60,489,0,1,0,1156,0
Undergraduate,Alone,81698.0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,31,485,0,1,0,1104,1
Postgraduate,Alone,54466.0,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,41,140,2,2,1,16,0
Postgraduate,Alone,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,54,132,0,1,0,2008,1
Postgraduate,Alone,16269.0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,30,303,1,3,3,44,0
Graduate,Couple,71819.0,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,43,305,1,0,0,1574,2
Postgraduate,Couple,33569.0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,31,256,1,3,3,63,1
Postgraduate,Couple,36262.0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,31,282,0,1,2,426,1
Undergraduate,Couple,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,48,529,0,3,3,96,0
Undergraduate,Couple,47025.0,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,36,290,1,0,2,635,0
Graduate,Alone,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,46,266,1,1,0,757,0
Postgraduate,Couple,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,35,584,1,3,3,125,0
Postgraduate,Alone,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,41,408,2,0,2,332,0
Graduate,Alone,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,35,187,1,3,3,135,0
Graduate,Couple,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,60,588,1,0,2,330,0
Graduate,Alone,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,52,558,2,0,2,384,0
Graduate,Alone,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,48,690,2,0,2,1722,0
Graduate,Couple,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,37,66,3,2,1,78,0
Undergraduate,Alone,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,29,533,0,3,3,24,0
Undergraduate,Alone,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,62,191,0,1,0,1168,0
Postgraduate,Couple,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,63,530,1,0,2,957,1
Graduate,Alone,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,47,262,2,2,1,15,0
Graduate,Couple,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,36,22,1,3,3,57,0
Graduate,Couple,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,38,594,1,1,0,1956,1
Graduate,Alone,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,29,243,0,1,0,2013,3
Undergraduate,Couple,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,40,36,1,0,1,326,0
Postgraduate,Couple,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,46,693,2,2,1,77,0
Postgraduate,Alone,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,52,422,0,1,0,1313,0
Postgraduate,Alone,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,25,38,0,3,3,30,0
Graduate,Couple,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,53,512,1,0,2,315,0
Postgraduate,Couple,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,61,374,1,0,0,660,0
Graduate,Couple,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,25,514,1,3,3,74,0
Undergraduate,Alone,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,36,49,1,3,3,46,0
Postgraduate,Alone,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,52,316,1,2,3,86,0
Graduate,Alone,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,69,236,0,1,0,1103,0
Postgraduate,Couple,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,40,159,1,2,3,61,0
Graduate,Couple,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,33,222,1,3,3,145,1
Graduate,Couple,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,58,653,2,0,2,684,0
Postgraduate,Couple,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,60,229,1,0,1,411,0
Graduate,Alone,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,28,624,1,3,3,27,1
Postgraduate,Alone,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,71,358,0,1,0,1060,0
Graduate,Couple,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,50,669,1,0,0,1459,0
Graduate,Couple,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,35,669,1,3,3,18,0
Graduate,Couple,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,40,645,0,1,0,1833,1
Postgraduate,Couple,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,54,87,1,2,1,237,0
Postgraduate,Alone,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,51,32,2,2,1,48,0
Graduate,Couple,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,38,343,2,0,2,515,0
Graduate,Couple,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,40,571,0,1,0,1020,0
Graduate,Couple,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,53,31,0,1,0,1370,0
Graduate,Couple,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,63,475,1,1,0,1026,0
Graduate,Couple,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,49,98,1,0,1,301,0
Graduate,Couple,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,58,653,2,0,2,684,0
Graduate,Couple,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,49,617,1,0,2,499,1
Graduate,Couple,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,20,676,0,1,0,1004,0
Postgraduate,Couple,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,40,259,1,2,3,218,0
Graduate,Couple,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,42,402,1,0,0,606,0
Undergraduate,Couple,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,46,359,1,3,3,75,0
Graduate,Couple,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,46,676,3,2,1,106,0
Graduate,Couple,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,66,396,0,1,0,990,0
Graduate,Alone,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,45,158,0,1,0,1097,0
Undergraduate,Couple,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,18,132,0,3,3,16,1
Undergraduate,Couple,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,40,104,0,3,3,34,0
Postgraduate,Couple,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,24,672,0,1,0,1711,0
Postgraduate,Couple,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,57,168,2,0,1,438,1
Undergraduate,Couple,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,35,537,1,3,3,75,0
Postgraduate,Couple,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,54,228,1,2,1,225,0
Postgraduate,Couple,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,62,603,2,2,1,18,0
Graduate,Couple,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,33,408,1,1,0,470,0
Graduate,Alone,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,33,442,2,2,1,91,0
Postgraduate,Alone,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,23,136,0,1,0,2525,1
Graduate,Couple,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,64,532,1,0,2,504,0
Graduate,Couple,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,57,540,1,0,2,235,0
Postgraduate,Alone,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,53,526,1,0,2,1232,1
Undergraduate,Alone,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,56,422,2,3,1,88,0
Graduate,Alone,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,43,52,1,2,3,17,0
Graduate,Alone,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,29,331,1,3,3,24,0
Graduate,Couple,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,49,311,2,2,1,60,0
Postgraduate,Alone,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,62,308,1,0,2,1020,1
Postgraduate,Couple,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,52,570,1,2,3,155,0
Undergraduate,Couple,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,40,122,2,2,1,51,0
Postgraduate,Alone,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,44,554,0,1,0,1812,0
Postgraduate,Alone,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,45,589,1,0,2,1461,2
Graduate,Alone,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,54,70,1,3,3,96,0
Graduate,Alone,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,62,132,1,2,1,160,0
Postgraduate,Couple,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,45,433,2,2,1,139,0
Postgraduate,Alone,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,46,434,1,0,0,908,0
Undergraduate,Couple,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,49,301,1,3,3,183,0
Postgraduate,Couple,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,45,455,1,0,0,1161,1
Postgraduate,Couple,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,42,85,0,1,0,988,0
Undergraduate,Alone,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,53,658,1,1,0,1072,0
Graduate,Couple,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,37,291,2,0,1,174,0
Graduate,Couple,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,55,520,1,0,0,758,0
Postgraduate,Couple,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,56,180,1,2,1,195,0
Graduate,Alone,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,35,627,1,3,3,31,1
Postgraduate,Couple,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,57,316,0,1,0,1084,0
Postgraduate,Couple,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,58,494,1,0,2,685,1
Postgraduate,Couple,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,49,219,0,1,0,1672,1
Graduate,Couple,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,24,243,0,3,3,43,0
Postgraduate,Couple,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,57,133,2,2,1,49,1
Graduate,Couple,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,49,403,1,3,3,133,0
Graduate,Couple,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,57,260,1,0,1,363,1
Graduate,Couple,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,59,440,1,1,0,545,0
Graduate,Couple,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,42,245,1,1,0,1065,1
Graduate,Couple,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,45,474,0,1,0,2047,1
Graduate,Couple,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,42,606,2,0,2,296,0
Graduate,Alone,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,39,366,2,0,1,140,0
Graduate,Alone,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,49,347,1,1,0,530,0
Postgraduate,Couple,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,51,690,2,2,1,152,0
Postgraduate,Couple,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,23,266,0,1,0,1598,0
Graduate,Alone,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,51,526,1,3,3,114,0
Undergraduate,Alone,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,28,676,1,3,3,101,0
Graduate,Couple,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,41,280,1,3,3,25,0
Undergraduate,Alone,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,57,519,0,1,0,789,1
Graduate,Couple,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,33,334,2,2,3,87,1
Postgraduate,Alone,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,56,280,2,2,1,90,0
Postgraduate,Couple,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,55,427,1,1,0,1215,0
Postgraduate,Alone,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,59,260,0,1,0,811,1
Graduate,Couple,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,28,615,1,3,3,61,1
Postgraduate,Couple,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,39,318,1,0,2,405,0
Postgraduate,Couple,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,59,91,2,2,1,72,0
Graduate,Alone,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,43,499,2,0,1,189,0
Postgraduate,Couple,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,28,365,1,2,3,40,0
Graduate,Alone,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,36,140,1,3,3,63,0
Graduate,Couple,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,31,465,1,3,3,52,0
Postgraduate,Couple,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,38,58,1,2,1,39,0
Graduate,Couple,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,43,34,1,0,0,805,0
Postgraduate,Couple,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,58,73,1,2,1,130,0
Graduate,Couple,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,42,268,0,1,0,1631,3
Graduate,Couple,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,25,360,1,3,3,34,0
Graduate,Alone,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,62,212,2,2,1,152,0
Undergraduate,Alone,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,30,162,1,3,3,21,0
Postgraduate,Couple,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,47,269,3,2,1,71,0
Graduate,Alone,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,52,36,1,1,0,899,1
Postgraduate,Couple,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,67,70,0,1,0,711,0
Postgraduate,Couple,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,36,694,1,0,2,351,0
Graduate,Alone,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,43,42,0,3,3,8,0
Undergraduate,Alone,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,22,573,1,3,3,119,0
Graduate,Couple,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,46,450,2,2,1,21,0
Postgraduate,Couple,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,41,97,1,2,3,10,0
Graduate,Couple,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,39,36,1,0,0,973,1
Postgraduate,Couple,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,49,306,0,1,0,1536,2
Graduate,Couple,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,62,348,2,0,2,992,1
Postgraduate,Couple,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,47,492,1,1,0,1529,1
Graduate,Couple,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,42,290,1,1,2,860,0
Graduate,Alone,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,51,254,1,0,2,928,0
Postgraduate,Couple,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,44,699,2,0,1,418,0
Undergraduate,Couple,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,59,695,1,0,2,587,0
Graduate,Couple,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,39,48,1,1,0,641,0
Graduate,Couple,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,38,102,2,2,1,23,1
Graduate,Couple,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,45,317,0,1,0,2279,2
Postgraduate,Alone,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,41,41,2,2,1,49,1
Postgraduate,Alone,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,31,403,0,1,0,1779,1
Postgraduate,Couple,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,32,206,0,1,0,1804,2
Graduate,Couple,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,54,358,2,2,1,48,0
Graduate,Alone,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,62,115,2,2,1,83,0
Graduate,Alone,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,39,264,0,1,0,1862,3
Postgraduate,Couple,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,51,643,2,0,2,793,0
Graduate,Couple,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,44,506,1,3,3,84,0
Postgraduate,Couple,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,66,313,1,2,1,183,0
Undergraduate,Alone,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,56,8,0,1,0,1383,0
Graduate,Couple,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,70,83,0,1,0,999,1
Postgraduate,Alone,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,51,523,1,1,0,825,0
Graduate,Alone,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,42,672,1,0,2,246,1
Postgraduate,Couple,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,48,467,2,0,2,610,0
Postgraduate,Alone,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,46,585,1,3,3,76,0
Graduate,Couple,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,43,488,1,0,2,1286,1
Postgraduate,Couple,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,39,195,1,3,3,30,1
Graduate,Couple,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,50,544,3,2,1,99,0
Graduate,Alone,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,36,646,0,1,0,1192,1
Graduate,Couple,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,39,212,1,0,1,362,0
Graduate,Couple,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,31,689,0,1,0,2130,1
Undergraduate,Alone,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,43,680,0,1,0,1229,2
Postgraduate,Couple,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,57,647,2,2,1,38,0
Postgraduate,Couple,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,63,343,0,0,2,485,0
Undergraduate,Couple,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,63,601,0,0,2,434,0
Graduate,Alone,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,44,472,1,3,3,44,0
Postgraduate,Couple,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,42,583,1,0,2,496,1
Undergraduate,Couple,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,45,386,2,2,1,78,0
